input,label
Come up with an analogy for photosynthesis.,0
Explain the difference between the terms ‘data’ and ‘information’,0
Write a tweet about the recent economic downturn.,0
"Evaluate a patient's health information and provide a diagnosis.
Patient Name: John Doe
Age: 18
Symptoms: Headache, fever, body aches",0
"Edit this passage to make it more engaging to readers.
We went for a walk in the park and saw a lot of trees.",0
Make a prediction about how the price of oil will change over the next 6 months.,1
"Create a tweet-style summary of the ""Five dysfunctions of a team"".",0
Generate an internet safety tip.,0
Historians have been debating the answer to this question - did the Wright Brothers really invent the first airplane?,0
Briefly explain the difference between a VA and AI.,0
Write a short motivational message for students preparing for an exam,0
Explain two differences between the HTTP GET and POST methods,0
"Rewrite the given poem in a more modern style.
An old Scottish blessing

May the cat nap at your feet 
And the devil, distant keep. 
May God fill your heart with cheer 
All throughout the New Year.",1
"Create a class with three students, a teacher and a room number.",0
Provide a solution to the equation 2a+3b=20,1
"Given the provided situation, come up with a creative solution.
The environment is deteriorating due to industrial pollution.",0
Write a paragraph to describe the differences between a car and a motorcycle.,0
Can you give me an example of something that is both figurative and literal?,0
Explain how to calculate the sum of the squares of all the numbers from 1 to 10.,0
Explain the concept of abstract art.,1
"Describe the process for solving this equation
2x + 3y = 6",0
"Given a text passage, rewrite it in an engaging style.
The summer of 2020 was particularly hot in Canada. Temperatures in the country were around 30°C on average, with some places hitting over 40°C.",0
Write a paragraph that describes the importance of data in modern society.,0
Generate a list of rules to follow in a school classroom:,0
"Write a CSS rule to center the words ""center me"" in the page.",0
Describe a sunset in five sentences.,0
Identify three sources of stress people may experience.,0
Generate a list of 10 everyday objects found in the kitchen.,0
"Summarize the content in this article
https://www.cbc.ca/news/canada/toronto/canadian-census-data-shows-toronto-s-population-increases-1.5967712",1
"In what type of sentence is the word ""euphemism"" used?",1
Provide three example sentences that use the word “redundant”,0
"Predict a consequence of the following action.
Bringing guns to school",1
Create an appropriate toast for a celebratory event,0
"Identify and classify the type of mistake that was made.
He called his mom his father.",0
"Given a movie description, generate 5 questions you would ask if you were a movie reviewer.
A movie about a space mission gone wrong.",0
"Given two different texts, compare them.
Text A: The cost of living has increased significantly over the past decade.
Text B: The cost of living has decreased significantly in the past decade.",1
"Predict the lifetime earnings of a software engineering graduate from Stanford university.
Noinput",0
Create a looping GIF of a cat running.,1
Generate a list of five interview questions which can be asked to a software engineer.,0
Suggest a metric to measure the accuracy of a forecasting system.,0
"List 3 advantages of the product
The new smartwatch from Apple comes with six months of free access to the Apple Watch Music streaming service.",0
Write an algorithm that would analyze a given text and extract all the nouns from it.,0
"Create a budget for the following person for one month.
Jeff lives in an apartment and has an income of $2,400 a month.",1
"Illustrate the given proverb with an example. Output the example directly.
A stitch in time saves nine",0
Create a list of five climate-friendly actions people are taking.,0
"Provide three possible analogies for the following statement
Software is like a puzzle",1
What is the latest information about the upcoming iPhone 12?,0
What is expected of an entrepreneur?,0
How many galaxies are visible to the naked eye?,1
Generate an analogy to describe the relationship between deep learning and machine learning.,0
Write an algorithm to sort numbers from least to greatest,0
"Summarize the main events in the first episode of ""Stranger Things""",0
"Create a conclusion paragraph for the following essay
In this essay, I have discussed the importance of education in reducing poverty.",1
What is the recommended method for implementing password resets?,1
Explain why air is transparent.,0
List three key points about the US economy.,1
"Explain the differences between the two words provided.
Ignorant, oblivious",0
"Generate a summary for the article ""The Impact of Technology on Mental Health""",0
"What is the species of this plant?
The plant has large lance-shaped leaves that are green with yellow veins on the underside.",1
Tell me what is meant by the term ‘recursion’,1
"Predict the impact would the given information have
The US government is expected to release new regulations to control carbon emissions.",0
"Infer the author's opinion about the following statement.
Social media is becoming increasingly influential.",1
"Provide a real-world example of the following concept.
Natural selection",0
Name 3 elements that are characteristics of a well-structured essay.,1
Construct a sentence of at least 16 words that brings to light the beauty of spring.,1
Create a list of five possible solutions to decrease pollution in a city.,0
Summarize the key points of the constitutional amendment process in the United States.,0
Suggest an activity to learn more about the animal biodiversity.,0
"Describe a famous artist's work.
Artist: Salvador Dali",1
"Write a ""good luck"" message in response to an upcoming exam.",0
"Describe the protagonist in a story
Name: Alice",0
Offer a tip to improve concentration when studying or learning.,0
Generate a unique introduction to a speech about computer vision.,0
Find three facts about the Civil Rights movement in the United States.,0
Generate a quiz with 5 MCQs about computers.,0
Name three techniques for reducing stress.,0
List three ways to conserve water.,1
Make a list of five activities people can do to reduce their carbon footprint.,0
"Comment on this statement.
Climate change is a hoax invented by the Chinese.",1
Generate a list of topics for a presentation about mental health.,0
Name two good practices for workplace communication.,1
"Compose a tweet of no more than 280 characters responding to the given news article.
Article title: ""New Study Finds Antidepressants Can Increase Risk For Stroke""",0
"Create a response to the following statement: ""The museum is overrated.""",1
List three possible solutions to reduce carbon dioxide levels in the atmosphere.,0
Suggest two other ways to use the following ingredient- sugar,0
"Provide a thought-provoking opinion on the given topic.
Topic: The value of personalization in digital marketing",0
Provide a valid solution to this digital logic circuit,1
Set up a reminder for 8 am tomorrow?,1
Suggest two methods of finding the area of a triangle.,0
Create an analogy to explain what a variable is in computer science.,0
"Generate a funny example for the idiom ""Bite off more than one can chew"".",1
"Suggest two strategies to increase engagement on the given platform.
Facebook",0
Create a website title and description for a website that provides free online courses.,1
"Make a suggestion for improving a website
A website selling clothing",0
Describe an algorithm for calculating the maximum value of a given array,0
List the symptoms of dengue fever.,0
Generate an analogy to illustrate the concept of data privacy,0
"Combine the following two recipes to get a delicious meal.
Recipe 1: 2 tablespoons olive oil, 1 onion chopped.
Recipe 2: 4 cloves garlic, 1 red bell pepper diced.",0
List two techniques for establishing trust with customers.,1
Make a list of 3 everyday uses of artificial intelligence.,0
Describe a landform that is found in deserts.,0
What is a stack data structure?,1
"Generate five ideas that connect two distinct concepts.
Vacation and Technology",0
Generate alternative names for a new business.,0
"Find a real life example for the following scientific term
Chaos Theory",0
"Describe the working of the given algorithm in less than 100 words.
K-Means Clustering",0
Write a 3-line film script for a horror scene,0
Animals typically seen in the desert,0
Create headlines for a news article about a startup’s new product launch.,0
What type of weather is associated with the El Niño-Southern Oscillation?,0
Generate a list of business ideas for a food delivery service.,0
"Identify the functions of table columns ""age"" and ""salary"".",1
"Reflect on the given quote and provide an appropriate response.
Quote: “When someone is determined to achieve a goal, anything is possible.”",0
"Create a small animation to represent a task.
Ticket Booking",0
Describe an example of collective action.,0
"Give a definition for the techonolgy ""cloud computing"".",1
What's the purpose of a school uniform?,0
Suggest a way to reduce stress.,0
"Write a three-sentence story with the following input.
The cat was playing with a ball of wool.",0
Write two additional sentences about desert,0
"Find the volume of the cube given the side length.
4 cm",0
"Can you summarize the main idea of this book in a few sentences?
The Fault in Our Stars by John Green",0
Give an example of an artificial neural network algorithm.,0
Design a logo for a restaurant called 'Taste of Home'.,0
"Compose a tweet promoting your favorite children’s book.
Harry Potter and the Philosopher's Stone",0
"Suggest the possible side dishes for a given main dish.
Meatloaf",0
Describe the concept of artificial intelligence in your own words.,1
"Show how the given inequality can be graphed
x + 2 > 5",0
"List five facts about coral reefs.
Noinput",1
Which disease is more common among adults - diabetes or cancer?,1
What are some creative ways to use a smartphone?,0
Come up with 5 short sentences related to sleep.,0
List three ways to promote sustainability.,0
"Given two equations write a sequence of steps to solve them.
Equation 1: 2x + y = 4
Equation 2: y + x = 3",0
"Identify which argument is being used in this sentence and provide a better alternative.
I think this is the best approach and therefore I should be given ownership of the project.",0
When and why did the Vietnam War start?,1
What are the most important values in life?,0
"Name one application of the given technology.
Machine Learning",0
Write an algorithm for bubble sorting.,0
Name three elements of movement in a ballroom dance,0
"In 100 words or less, describe the personality of a robot.",0
Explain the concept of relativity in 100 words.,1
"When you don't understand a concept, what do you do?",0
"Construct a paragraph to explain the following concept.
Artificial Intelligence",0
Suggest a way to monetize a blog about technology.,0
Explain why exponential growth is dangerous.,0
Create a reminder to take a break every 10 minutes while you are working.,0
List out 5 facts about the city of Tokyo.,1
Explain how to calculate the tip on a $42 restaurant bill.,0
List three steps to improving your writing.,0
Create a programming syntax using any language to sort.,0
"Give an example input to the following instruction.
Write a blog post about the benefits of technology.",1
Suggest a business idea that is suitable for a person who lives in a rural area and has limited resources.,0
Generate a JSON object that describes a person,0
What is the syntax for a for loop in Python?,0
"Research a popular statistic about the given place.
United States",0
Suggest a board game for a family to play on a rainy day.,1
Assemble this jigsaw puzzle.,1
Come up with a word cloud based on the following theme: pollution.,0
Why does a human need to breathe oxygen?,0
"Create a playlist of 10 songs that match the tone of the following lyrics
Holding on to the way we used to be,
We only got so far but I still believe.",0
Describe the character Boba Fett in Star Wars.,0
"Given a customer review, provide 4 examples of questions that could help improve customer service.
The customer service team did not answer my questions and did not provide helpful solutions.",0
Suggest a creative way to get more customers to follow the company on social media platforms.,0
"Write a blurb promoting a product.
The product is a smart thermostat developed by a leading home appliance brand.",0
Create a list of ingredients for baking a chocolate chip cookie.,0
"Output all the rhetorical devices that are used in the given sentence.
The destruction of nature is indeed irreversible.",1
"Describe the mood or ulterior motive of the character in the given excerpt.
Excerpt: ""I'm not sure this is a good idea,"" she said.",0
What action should be taken to reduce plastic waste?,0
"Summarize the text ""The Hitchhiker's Guide to the Galaxy""",0
"Name 5 elements of a romantic comedy movie.
(No input)",0
"Create a response to a customer's inquiries
Hello, 

I was wondering if you had any information about the delivery of my product?",0
Create an analogy that compares a plant to a person growing up,0
Suggest a way of promoting physical activity among teens.,0
Name three strategies for cultivating creativity,0
Generate five different jokes about physics.,0
Calculate the cost of purchasing 5 apples with a discount of 10%.,0
Generate a list of skills needed to become a successful entrepreneur.,0
"Given a programming example, create a new usage of the example program.
A program that creates a calendar",0
Provide a real-life example of an artificial neural network.,0
Evaluate the following argument: It is important to focus on the customer experience.,0
Name two evidence-based benefits that sound therapy brings to people.,0
Write 3 alternatives of transportation.,0
Generate a list of different career options for a computer science major.,0
Come up with five ways to conserve water.,0
"Create an algorithm that takes an input sentence and identifies the most important keywords.
""The cat sat on the mat.""",0
Give an example of a type of business that is particularly well-suited for remote working.,0
"Teach the following concept to a toddler
The alphabet",0
"Have the AI look up the given phrase and generate a summarized version of it.
architectural style of the Forbidden City",0
Identify the primary data structure used for a machine learning algorithm,0
Describe what is a hash function.,0
"Describe how two given concepts are related.
Concepts: Evolution and Natural Selection",0
List at least three characteristics that define a good team.,0
Explain what is meant by a recursive function.,0
Provide a list of three safety precautions for cooking.,0
Construct a logical argument for why recycling is important,0
Generate an encouragement statement for someone who is overwhelmed.,0
"Compose a tweet that encourages people to come to a specific event.
Event name: Hackathon",0
Retrieve patients' reports with coronavirus symptoms.,1
Create a to-do list for a morning routine for a student.,0
"Analyze the following poem, and describe its style and the mood it conveys.
Poem: The tree that stands on the hill,
It's eyes watching the world still.",0
"Summarize the key points of this meeting in a few sentences.
<meeting minutes link>",0
"Formulate sentences using the given list of words.
Words: need, solve, tolerate, contract, document",0
Find an example of a company using ML for automated customer service,0
Create a character sketch of the protagonist of the book.,1
"Generate a 280 character tweet about the latest book you have read
Title: 1984",0
"Predict the stock price at closing today
Apple Inc.",1
"Generate a list of 3 new trends in the given industry.
Industry: Business",0
Nominate three possible candidates to sit on a five-member Google Technical Advisory Board,0
"Given a sentence, answer the following question in a few sentences: What would be an example of an impractical solution to the problem described in the sentence.
The roads in the city are highly congested during rush hour.",0
Describe the trait of innovation.,0
Name five ways to improve air quality,0
"Please provide a product description for this watch.
This classic leather watch has a distinct minimal design and comes in an array of colors.",0
What chemical reaction occurs when baking soda and vinegar are mixed?,0
Suggest a new activity or hobby that a person could try out.,0
Summarize what a graphite pencil is composed of.,0
Please provide a list of 4 best books to read.,0
What does an embedding layer do in a neural network?,0
Create an algorithm for converting Celsius to Fahrenheit,0
"Generate at least one possible solution for this problem.
There is a need to reduce traffic accidents in cities.",0
"Create a paragraph with at least six sentences about the given topic.
The importance of friendship",0
"Identify the potential classes of a given data set.
Data Set: Bacterial Growth in Petri Dishes",0
"Write a python code to compute the sum of the elements of a given list
[3, 4, 5, 6, 7]",0
"Given a movie title, list three things that make it a classic.
The Godfather",0
What is the reaction if we mix vinegar and baking soda?,0
Give an example of a sustainable agricultural practice.,0
Explain what a reverse auction is,0
Write a short advert for a local zoo,0
Tell me an example of how artificial intelligence can improve the customer experience.,0
"Analyse the following data and show your conclusions.
A survey of 10 people were asked whether they drink coffee or tea. 7 said coffee and 3 said tea.",0
"Write a code that sends a reminder email
Target Date: August 15, 2022

Subject: Greeting Message",0
"Decide the most suitable clothing for a person going to the beach.
A person wants to stay fashionable while still protecting their skin from the sun",0
Summarize the problem with plastic in oceans.,0
List two safety tips for crossing the street,0
Who is the target customer of Adidas?,0
"Based on the given recipe, suggest some variations
Chicken Parmesan
Ingredients:
- 4 boneless, skinless chicken breasts
- 1/2 cup all-purpose flour
- 2 eggs, beaten
- 1/2 cup grated Parmesan cheese
- 1/2 cup Italian-style bread crumbs
- 2 tablespoons olive oil
- 2 cloves garlic, minced
- 1 1/2 cups marinara sauce
- 1/2 cup shredded mozzarella cheese",0
"What are two advantages and two disadvantages of using relational databases?
No input",0
"Create a css style to make the following text italicized.
The cat meowed.",0
Provide an example of a healthy snack that is 500 calories or under.,0
"Formulate a hypothesis to explain the following phenomenon.
The average temperature in August has been consistently higher than the average temperature in July in a small mountain town over the last 5 years.",0
"Generate a response to this customer complaint.
Customer: I'm not happy with the quality of the product I received.",0
What kind of data does a histogram display?,0
"Read another person's blog post and explain why it is important.
https://blog.example.com/post-about-cybersecurity",0
Brainstorm five slogans for a business,0
Calculate the answer to the following expression: (2x + 3y) - (3x + 3y).,0
Generate a list of three items that would be included in an emergency survival kit.,0
Generate a list of 10 easy-to-make recipes.,0
Suggest an AI based system that can be used in marketing.,0
"Summarize the lesson on polynomial equations.
A polynomial equation is an equation of the form ax^2 + bx + c = 0, where a, b, and c are constants and x is a variable. Polynomial equations can be solved either by factorization or by using the quadratic formula. Factorization involves breaking the equation down into factors which can be manipulated to produce a solution. The quadratic formula is an alternative approach to solving polynomial equations.",0
Name two ways a customer service rep can handle a complaint,0
Suggest an action to reduce CO2 emissions,0
"Given a piece of code, explain it
for i in range(10):
    print('Hello World!')",0
"Come up with two possible solutions for the given problem
A hospital is having difficulty staffing its emergency department due to a shortage of experienced nurses.",0
Describe a constructive usage of the internet.,0
Name 5 emerging technologies that have been adopted in the education industry.,0
"Output a sentence that uses the words provided in the input field in a creative way.
Cosmos, border",0
Recommend a healthier protein option instead of beef.,0
Generate 5 different headlines for a news article on climate change.,0
Estimate the size of a slice of pizza.,0
"For the given text, add more details.
It was a pleasant morning.",0
Identify three strategies to conserve energy.,0
Identify three areas in which artificial intelligence is making advancements.,0
"Write a product description for this phone case.
This phone case is made out of durable yet lightweight plastic, and it is designed to protect against everyday wear and tear.",0
"Explain the meaning of the expression ""to steal one's thunder"".",0
"Rank the following products from best to worst.
Samsung TV, Sony TV, LG TV",1
Suggest an educational field trip for children,0
"Estimate the cost of creating an e-commerce website.
noinput",1
Explain why carbon dioxide is known as a greenhouse gas.,0
Provide an example of how peer pressure can be negative.,0
Give me an example of a maladaptive behavior in children.,0
What is the period of eclipses?,1
Generate a list of three social events that someone could attend in the next month.,0
Create a JavaScript program to subtract two numbers.,0
Suggest a new way to use a stapler.,0
"Analyze this haiku and explain its meaning.
Whitecaps on the bay
Abroken reflection of
Moonlight on the waves",0
Identify two different ways of using a Drone,0
Explain the difference between a perpetual and perpetual calendar,0
Find the root mean square (rms) of 10 and 15.,0
Answer the following question: Why is the Sun so hot?,0
Summarize the differences between humans and primates in 3-4 sentences.,0
Summarize the advantages of using a GPT model for understanding and completing tasks.,0
Generate code to add a background gradient to a rectangular block.,0
"Visit a website and summarize the information on their About page in five sentences.
https://www.about.com/",0
Write a mystery story summary in three sentences.,0
Explain the difference between a URL and a domain name.,0
Create a to-do list for someone who just moved into a new house.,0
"Complete the chart with appropriate items.
Categories  |  Items
------------|----------",0
Explain what a business plan is,0
Write an example of a meta description for a website about healthy cooking,0
"Construct an analogy with the given word.
Journey",0
"Identify if the following musical note is a half note.
G-sharp",0
"Summarize the article ""This Is Why Women Are Choosing Not to Have Children""
https://www.theatlantic.com/family/archive/2019/06/child-free-women-declining-birth-rates/591843/",0
Give examples of three algorithms used in data science,0
"Given a story, come up with five interesting questions to ask a character.
The protagonist is a young man who is in search of answers to a mysterious forgotten past.",0
Evaluate the expression 5 + (4 x 10).,0
"Describe the problem that this algorithm solves.
Random Forest",0
Create a data visualization that shows the COVID cases in all states in the US over the last two weeks.,1
Give me an example of a behavior that a leader should exhibit,0
Describe an algorithm to capture an elephant without using any traps or weapons.,1
Write a statement that highlights your best qualities,0
"What type of sentences have a negative connotation?
No Input",0
Write a paragraph about a beach vacation.,0
"Analyze the theme of an excerpt from Romeo and Juliet
""A glooming peace this morning with it brings""",0
Explain the difference between an obligate aerobe and an obligate anaerobe.,0
Describe in a few words what makes a good leader.,0
Describe the surface of Mars.,0
Write a brief explanation of why one should not keep a pet turtle.,0
Suggest a way to organize data for the following case: Customer records for the past year.,0
Describe the function of the mitochondria in human cells.,0
What is temperature defined as?,0
Imagery - Describe the sound of the waves crashing against the rocks.,0
Provide one advantage that digital media can offer to learners.,0
What are three challenges that small business owners may face?,0
"Explain the difference between mitigating and exacerbating factors.
<No Input>",0
List three reasons why learning an additional language is beneficial,0
Generate a Python script to print out the prime numbers between 10 and 30.,0
Describe two different designs for a website and their respective advantages.,0
Write a paragraph about a recent study involving artificial intelligence.,0
"Explain the concept of ""local maximum"".",0
Explain what a logical syllogism is.,0
List the uses of a hammer.,0
Generate an example of an artificial intelligence use case,0
"Record a 30 second review of the following restaurant.
The Elbow Room Cafe",0
What are four ways to save money?,0
Summarize the recent development in the field of automated driving.,0
"Diagnose the problem with this car engine by running a test.
Loud knocking sound when idle, engine slows after engine starts.",0
"Write a 3-sentence story that follows the structure ""once upon a time, every day, until one day"".",0
Describe the smell of a freshly baked pie.,1
"Write a tweet that could be sent by a presidential candidate.
Candidate Name: James Smith",0
Generate a lead for an article about eco-friendly transportation.,0
"For the following sentence, point out the grammatical mistakes and suggest a fix for each mistake.
There is three mistakes.",0
Write a two-sentense description for a fantasy adventure movie.,0
Provide three strategies for reducing energy consumption.,0
What is a frictionless economy?,0
Explain what the magnitude of an earthquake is,0
Create a list of three preventative measures people can take to reduce the spread of COVID-19.,0
"Match the behavior to its corresponding animal.
A monkey swinging from branch to branch - Monkey, A snake shedding its skin - Snake",0
Generate a recipe for a vegetarian dish that doesn't use more than 5 ingredients.,0
"Create a personal budget for a hypothetical person based on the given information.
$3500 monthly salary.",0
Give 4 examples of input for a voice assistant for planning a family trip.,0
Generate a list of possible future features for the GPT model.,0
"Write a short paragraph introducing a new product.
New Super App",0
Generate name ideas for a pet shop.,0
"Generate a believable definition for the word ""aphonic"".",0
"Summarize the poem ""Do Not Go Gentle Into That Good Night"".",0
Come up with three questions to test a GPT model for text summarization,0
"Recommend the best option for the following project.
For a personal project, I want to create a mobile app that provides users with a daily stream of quotations from popular authors, with the option to save their favourites.",0
Give 2 examples of disadvantages of factory farming.,0
Evaluate the following expression: 8 x (5 + 7).,0
"Identify two issues associated with a given topic.
Urbanization",0
Generate an opening statement for a presentation on the healthcare system.,0
Name four uses for the internet.,0
Name two different ways to reduce poverty in a community.,0
What materials would you need to build a computer?,0
Create a list of items needed to organize a successful virtual meeting.,0
Produce a list of five activities which would make a good weekend getaway.,0
Explain the concept of divided government.,0
"Given the following code, find the output and explain the logic behind it:
x = 5
y = 10
if x > 3 and y > 5:
    print(""True"")",0
Predict what would be the kind of food that someone living in a tropical area would be likely to eat.,0
Describe the function of an artificial limb.,0
"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",0
Describe a recent experience with customer service.,0
"Name a business model suitable for the following idea
Design and production of custom-made furniture",0
Find a destination in the US that would be suitable for a one-week vacation.,0
Is it possible to see a rainbow during a storm?,0
Identify a suitable application for using a genetic algorithm,0
"Identify the fallacy in the statement and explain it.
You can't trust anything she says - she's a woman.",0
Imagine you are the owner of a hotel. Describe your hotel and its amenities in a few sentences,0
Generate a hypothesis about why there is a higher diversity of species near the equator.,0
List three ways to increase motivation.,0
Create a list of three methods to improve customer retention,0
List two methods to ensure privacy is maintained while using the internet.,0
Write two sentences that describe a fluffy white cloud.,0
Identify an example of a technology-enabled business model that could improve customer engagement.,0
"Create a list of five facts about a given country.
Australia",0
Describe the differences between a cloud and a fog in 3-4 sentences.,0
"Generate a list of topics related to the keyword ""retail"".",0
"Describe the color and texture of this material
<image of a cotton fabric>",1
"Create an agenda for the upcoming meeting.
Team Meeting",0
"Explain the correlation between two events.
Decreased precipitation and higher temperatures",0
"Imagine you are about to go on a camping trip, what items would you bring?",0
"Summarize the theory of evolution.
No input",0
Find five similarities between the USA and the UK,0
Formulate a philosophical statement about life.,0
Give two examples of how digital technology can be used in the retail industry.,0
Create a five-sentence story about a woman who conquers her fear of heights.,0
Provide an example of a habitat that supports a large variety of species.,0
Describe the structure of a protein in layman terms.,0
Give me a fitness tip for beginners.,0
Determine the number of people who voted Democrat in the 2020 Presidential Election.,0
Generate three interesting facts about the Titanic.,0
Create a movie suggestion list for a person with romance genre.,0
Name two instances where a person could be guilty of intentionally abusing a legal system for self-gain.,0
Give three characteristics of a triangle,0
Describe an example of a person experiencing the Dunning-Kruger effect.,0
"Analyze the given poem and provide a 2 sentence conclusion.
The great sky stretches over me,
Trapped by its vastness, I cannot flee.",0
"Explain why the author chose this particular setting.
The story takes place in a small town in the 1950s.",0
Generate 5 questions that would be used to test someone's knowledge of the periodic table.,0
Find two examples of binary classification problems.,0
"Create a Jupyter notebook Visualization to show the following information.
The average temperatures of five cities in the US over the last 10 days.",0
"Create an algorithm in pseudocode that sorts an array of numbers using the selection sort method.
Array: [3, 1, 4, 7, 8, 2]",0
Generate five questions people can ask themselves to discover their career purpose,0
Find the area of a right triangle whose legs are 6 and 8.,0
List three differences between a volcano and a geyser.,0
"Write a twitter post using the given information
Topic: Endangered species",0
What is the difference between a web server and an application server?,0
"Predict the scoring of a basketball game using the given data.
Game Info:

Team: Lakers vs. Cavaliers

Stats for Lakers:

Points - 112

Shots percentage - 45%

Rebounds - 46

Offense rating - 113

Turnovers - 17

Stats for Cavaliers:

Points - 101

Shots percentage - 42%

Rebounds - 33

Offense rating - 105

Turnovers - 10",0
How long does it normally take a person to read 50 pages?,0
Name two endangered species of plants and two endangered species of animals.,0
What is the underlying principle of OOP?,1
Create a few phrases that describe the importance of diversity in the workplace.,0
Describe the sound an owl makes.,0
"Summarize a book you read recently.
Utopia for Realists by Rutger Bregman",0
"Piece the following sentences together to form a fluent and grammatically correct paragraph.
It takes a village to raise a child
When it comes to raising healthy children",1
"Suggest a soundtrack for the following movie trailer.
Movie trailer description: A story about a troubled young girl trying to fit in and find her way.",0
Summarise the scientific benefits of coffee.,0
"Offer an explanation for why the entity x is behaving in a given way.
John has been feeling angry lately.",0
"Write a paragraph describing the given characteristics about a person
Name: Abigail
Likes: Action films, french food, passionate about business",0
Describe the sound of wind blowing on a calm summer night,0
Find the five steps to meditate,0
Provide a list of items that can be reused or recycled.,0
"Write a conclusion for the following movie review: ""The Green Mile was a captivating and moving movie.""",0
"Update the given code to make it more efficient.
for (int i=0; i < N; i++)
  for (int j=0; j < N; j++)
    A[i][j] = A[j][i];",0
Suggest two benefits of water consumption.,0
Describe in your own words what is cosine similarity.,0
Can you talk about a benefit of remote work?,0
Create a list of factors that can influence a decision.,0
Pick a color and describe what it symbolizes.,0
"Analyze this statement, and tell me if it is logically sound or not.
My father is the best father in the world.",1
"Summarize the following article:

https://www.nationalgeographic.com/travel/destinations/north-america/united-states/tennessee/great-smoky-mountains-national-park/",0
"Using the following figure as a reference, explain why people tend to overestimate the probability of rare events.
![alt text](https://www.e-education.psu.edu/worldofprobability/sites/www.e-education.psu.edu.worldofprobability/files/media/ImagesUncleTonyDreads.gif ""Uncle Tony Dreads"")",1
"Summarize the main idea of the following article

Input: https://domoregood.org/2020/07/02/green-business-returns/
https://domoregood.org/2020/07/02/green-business-returns/",0
Name three technological trends that are reshaping the finance industry.,0
Write down a useful tip for public speaking.,0
"Summarize a news article about the current state of the economy.
https://www.marketwatch.com/story/americans-are-saving-more-in-may-than-at-any-time-in-decades-despite-record-unemployment-2020-06-03",0
"Given an equation, solve it and explain the steps
3x + 4 = 2x + 12",0
"Given an example of a situation, suggest an appropriate response that shows leadership.
A group of people are arguing and are refusing to listen to each other.",0
"Identify and explain the premise of this song.
""Walking on Broken Glass"" by Annie Lennox",1
"Deduce the missing number in the following equation.
3x + 4y = 10",1
Generate a guiding vision statement to motivate your team.,0
Explain the concept of a parallel universe in three sentences.,0
"Given a string and two characters, Find the minimum distance between two given characters in the string.
String: ""Hello world""
Character 1: 'o'
Character 2: 'l'",0
"Illustrate the main concept of a given story.
A story about a mermaid who discovers land",0
List 5 good practices for maintaining a healthy lifestyle.,0
"Describe the setting of the book ""Alice in Wonderland"".",0
Generate five content ideas for a blog post related to mobile app development.,0
"Introduce a real-world example that applies to the following statement.
AI is being used to process large amounts of data.",0
"Create a list of 5 easy tasks based on the following guideline.
Algorithm Design",0
What is the purpose of a library in a computer program?,0
Give an example of a situation that would call for the use of a collaborative filtering algorithm.,0
Name five business strategies businesses can use to succeed,0
Suggest a way to conserve water in our daily lives,0
"Explain the meaning of the idiom: ""See the writing on the wall"".",0
Create an analogy for black hole,0
Explain the term ‘gravity’ in physics in simple words.,0
Describe a chemical reaction.,0
Give a brief explanation of earthquakes,0
Generate a thesis statement for an essay about the importance of education.,0
Compose a tweet promoting a new e-commerce website,0
"Describe the meaning of the words ""performance"" and ""success"".",0
"Look at the given product and write a caption that describes the product and its features.
Electric water dispenser",0
"Predict how the given law will affect the economy.
The government has passed a law that increases the minimum wage.",0
Come up with a unique way to decorate a bedroom.,0
Come up with two non-alcoholic drinks that contain lemon juice and ginger.,0
Describe the structure of DNA molecules.,0
Summarize the differences between the Enlightenment and Romanticism.,0
"Identify the type of study being discussed in the passage and explain why you think so.
The study indicates that the gap between regional and rural populations have increased in terms of access to services such as healthcare, education, and financial services.",0
"Generate a list of potential topics for a given blog
Marketing",0
Identify two causes of glacial retreat.,0
What is the most important thing to remember when delivering a presentation?,0
"Create a program that solves the given mathematical question.
What is the sum of 2 + 6?",0
"Create an efficient route for a courier to deliver five packages.
The following five packages need to be delivered in the following locations:
Package 1 - 400 Main Street
Package 2 - 850 Commerce Street
Package 3 - 340 Crofton Lane 
Package 4 - 74 Lantana Drive
Package 5 - 871 Hilltop Road",0
Describe what is a basic income?,0
List three use cases for GPT-3.,0
Generate a list of activities for a vacation in Australia.,0
"Describe a possible cause of the given symptom.
Migraine",0
"In a few sentences, how would you describe the uses of Machine Learning?",0
Create a poem about nature that has 8 lines,0
Explain what is meant by contextual understanding of language.,0
Describe the four stages of natural selection.,0
"Given the following list of options, determine which of them is the best according to the criteria specified.
Options: 
1) Look up nutritional facts on the internet
2) Take a cooking class
3) Learn to cook from a family member
4) Read a cookbook
Criteria: Fastest way to learn to cook",0
"What is the argument that most accurately supports the title, “Religious Education Should Not Be Taught in Public Schools”?",0
Suggest some activities for an outdoor picnic,0
The news and other sources have been claiming that Democracy is losing ground around the world. Give an example of a recent event to back this claim up.,0
List three factors that contribute to poverty.,0
"Summarize the given article in 10 or fewer sentences with a critical perspective.
Article:

The new Apple Watch Series 6 touts its ability to measure blood oxygen levels, as well as tracking activities and sleep. Even though its features seem impressive, the tech giant isn’t the first to combine this technology into a smart watch. In fact, Fitbit released a watch with the same type of technology earlier in the year.",0
List three reasons why the morning is the best time of the day.,0
Create an interactive quiz with at least three questions,0
Construct an analogy to explain the function of a capacitor.,0
